,bounding_box,date,inferred,keywords,lang,lat,lng
2533,,2015-07-02 14:00:05,True,ekipy welifetv czy mr tutti hide artysta estradowy pierwszej polskiej boylesque kieruje si zasad,pl,,
2534,"['44.5629531', '44.7424432', '10.7829773', '11.0122721']",2016-01-03 14:39:20,True,gennaio bianconiglio burlesque boylesque fe,it,44.6458885,10.9255707
2535,"['54.4339831', '61.061', '-14.015517', '-0.3209221']",2016-11-12 09:15:41,True,gfob glasgow festival boylesque riding room glasgow,en,56.7861112,-4.1140518
2536,"['54.4339831', '61.061', '-14.015517', '-0.3209221']",2016-07-07 14:05:37,False,der countdown l uft hier ein kleines interview zur divine teasers boylesque show lt,de,56.7861112,-4.1140518
2537,"['54.4339831', '61.061', '-14.015517', '-0.3209221']",2016-02-22 15:53:06,False,gods heroes boylesque show,pl,56.7861112,-4.1140518
2538,,2015-12-29 18:14:14,True,boylesque hosted lovely attenborough arts,en,,
2539,,2015-11-01 16:24:26,False,le cabaret burlesque eu le droit un show halloween bourr humour avec un boylesque en parfaite,fr,48.851482,2.349982
2540,,2014-12-08 10:21:03,True,se estrena boylesque,pt,,
2541,"['42.998164', '43.171916', '-89.566844', '-89.246813']",2016-05-09 17:03:30,True,start boylesque troupe oinkmunks,en,43.074761,-89.3837613
2542,,2014-12-07 20:37:03,True,ana estrena el unipersonal boylesque,es,,
2543,,2015-06-19 20:49:06,True,boxers brief boylesque boylesque troupe victoria bc,en,,
2544,"['36.997968', '42.0015016', '-114.0528823', '-109.0415767']",2018-10-29 01:21:49,True,lovely burlesque sure get treated boylesque,en,39.4225192,-111.7143584
2545,"['36.997968', '42.0015016', '-114.0528823', '-109.0415767']",2015-05-29 12:22:24,False,boylesque annual ypsilanti pride party n riot youth benefit neutral zone,en,39.4225192,-111.7143584
2546,"['50.8072983', '50.8703661', '-0.1744421', '-0.0875354']",2015-06-19 22:26:12,True,joe black hooking boylesque acts since glad help,en,50.8220399,-0.1374061
2547,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-06-08 18:49:43,True,tonight homo erectus boylesque anniversary show,en,40.7127281,-74.0060152
2548,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2016-07-15 14:48:39,True,homoerectusboylesquenyc tomorrow night,en,40.8936131,-74.2606974
2549,"['44.5629531', '44.7424432', '10.7829773', '11.0122721']",2015-02-28 13:16:30,True,gli eventi drag queen burlesque boylesque e tanto altro da oggi li trovate questa pagina cliccate mi,it,44.6458885,10.9255707
2550,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2016-08-19 21:35:38,True,correction brought drag queens first one perform made boylesque outfit,en,51.5073219,-0.1276474
2551,"['43.6018018', '43.8480959', '-79.8888473', '-79.6302939']",2016-05-12 12:25:58,True,today toronto magician land talk galleria mall boylesque spelling bae shintaro kago,en,43.6858146,-79.7599337
2552,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-05-04 20:12:27,True,tito bonito putting boy boylesque,en,40.7127281,-74.0060152
2553,,2015-03-19 15:39:25,True,gilbert annual new york boylesque festival main event b b king blues ny,en,,
2554,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-03-30 17:11:53,True,thrilled announce competing title king boylesque burlesque hall fame,en,47.6038321,-122.3300624
2555,"['42.222668', '42.323971', '-83.799572', '-83.675807']",2017-05-20 19:17:14,True,nvmi gendercide gorgeous loved seeing perform months boylesque,en,42.2681569,-83.7312291
2556,"['51.7657055', '51.9771532', '0.6993788', '1.0268034']",2017-02-25 11:36:37,True,early bird tix computer game burlesque prizes themed cocktails ballpit boylesque,en,51.8896903,0.8994651
2557,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-03-09 20:55:25,True,join us tonight cocktails showtunes filth amazing boylesque superstar free,en,55.859126,-4.2463157
2558,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2018-09-02 18:09:18,False,belt tight hit high notes feel coming theweeknd feat daftpunk one favourite boylesque acts perform one soo much fun last sunday,en,43.65276,-79.4016
2559,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2017-02-24 18:20:23,True,boylesque session starts tonight make ladies holler register tonight first class six,en,43.653963,-79.387207
2560,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-02-01 01:43:44,True,boylesque trademark appeal terminate boylesque trademark via,en,51.5073219,-0.1276474
2561,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2015-01-05 17:01:27,True,lying features stories burlesque boylesque standup,en,40.6501038,-73.9495823
2562,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2017-03-03 00:37:29,True,performer spotlight midnite ryder presenting sax slinging loincloth wielding boylesque,en,29.9499323,-90.0701156
2563,"['48.9510597', '48.9511597', '7.2623473', '7.2624473']",2018-08-28 08:13:26,True,boylesque show im theater rote b hne n rnberg kann man bereits seit die burlesque shows des hauseigenen ensembles bewundern das mittlerweile zu vielen internationalen festivals eingeladen wurde war die kleine aber feine b hne wieder vorrei,de,48.9511097,7.2623973
2564,"['51.3216546', '51.6416546', '-3.3391934', '-3.0191934']",2016-12-11 22:56:55,True,sleeve wanking professional boylesque moves,en,51.4816546,-3.1791934
2565,"['51.3216546', '51.6416546', '-3.3391934', '-3.0191934']",2016-04-24 18:59:46,False,much fun performing music video show boylesque boyba,es,51.4816546,-3.1791934
2566,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2015-09-21 02:35:56,True,fuck boylesque,en,40.6501038,-73.9495823
2567,"['51.9072048', '51.9872048', '-3.431696', '-3.351696']",2015-07-23 21:51:50,True,little bit boylesque munty hunty werk,en,51.9472048,-3.391696
2568,,2015-09-21 07:05:10,True,boylesque performers pictures,en,,
2569,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2015-04-23 04:29:08,True,contest rt win tickets boylesque lee palace rare chance laugh ass,en,43.653963,-79.387207
2570,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2019-04-13 15:01:57,False,saturday finally miss crimson kitty slay house host homo erectus boylesque join us tonight april doors drink,en,40.73379,-74.00215
2571,"['33.647808', '33.886823', '-84.551068', '-84.28956']",2016-10-05 14:23:29,True,kick hump day interview boylesque babe chris harder brigitte bidet,en,33.7490987,-84.3901849
2572,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2016-07-15 10:55:08,True,played boylesque song dance hahaha yaasss,en,-37.8142176,144.9631608
2573,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2018-02-26 00:30:04,True,mr boylesque australia applications open produced dora derriere miss jane doe mr,en,51.8448838,5.8641598
2574,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-10-01 15:55:15,True,double header tonight stonewall inn bad apple boylesque logan hardcore throwdown music dj,en,40.7127281,-74.0060152
2575,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2015-06-18 14:56:49,True,check bring men monthly boylesque revue via,en,29.9499323,-90.0701156
2576,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2016-02-16 12:22:02,False,acrobalance picture jamie mcfadyen body harness ravenboylesque,en,29.9499323,-90.0701156
2577,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-07-16 13:40:05,True,sle sale ouvert cage burlesque boylesque body harness,en,40.7127281,-74.0060152
2578,"['-55.3228175', '-9.0880125', '72.2461932', '168.2261259']",2016-07-22 16:28:48,True,boylesque never fails entertain,en,-24.7761086,134.755
2579,,2016-12-08 04:32:25,True,begins caign get boylesque,en,,
2580,"['39.307137', '39.654579', '-97.930466', '-97.368179']",2015-01-31 06:22:37,True,make boylesque class week got extremely sick day x x,en,39.4850226,-97.6705137
2581,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2014-11-03 15:49:05,True,burlesque revue sucht pop rock jazz nger im spielalter jahre f r boylesque show nrw deutschland,de,52.5170365,13.3888599
2582,"['45.432536', '45.6528812', '-122.8367489', '-122.4720252']",2018-04-08 03:04:28,True,lol wanted tonight play games since kinda poor skip boylesque show lil,en,45.5202471,-122.6741949
2583,"['55.7011389', '56.0211389', '-4.4101672', '-4.0901672']",2016-02-29 14:14:12,True,really beautiful venue come look midweek fling boylesque takeover,en,55.8611389,-4.2501672
2584,"['55.7011389', '56.0211389', '-4.4101672', '-4.0901672']",2015-07-04 01:30:23,False,supporting fellow sky candies performing boylesque mmmhmm austin tx,en,30.25605535,-97.76312828
2585,"['28.3315944', '28.3320388', '-81.5942447', '-81.5939672']",2019-04-25 04:06:26,True,seattle sexy boylesque scene needs seen believed,en,28.3317994,-81.5941163120509
2586,"['50.842526', '51.2125013', '-114.3157587', '-113.8600018']",2017-09-06 01:11:09,True,really need check boylesque,en,51.02532675,-114.049868485806
2587,,2015-09-11 03:25:04,True,think got joke boylesque,en,,
2588,"['32.5347839', '33.114249', '-117.3098053', '-116.9057226']",2017-05-29 04:31:55,True,would u interested perform boylesque show one month,en,32.7174209,-117.1627714
2589,"['4.3951997', '4.5895768', '-75.7854388', '-75.6325211']",2015-08-31 00:50:36,True,boylesque planet,es,4.4923898,-75.7396016646567
2590,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-05-04 20:14:14,True,star wars day get onstage amazing women couple rad boylesque fellas tonight favorite book childhood hands shining today better day say,en,47.6038321,-122.3300624
2591,,2018-04-02 00:15:22,True,actually inspiration starting boylesque journey excited pre pologize fanboy behavior awkwardness,en,,
2592,"['51.3972838', '51.5444317', '-2.7183704', '-2.5104192']",2015-08-13 17:01:11,True,weekend instead normal sunday classes amazing boylesque workshop drag king masterclass make,en,51.4538022,-2.5972985
2593,"['51.3972838', '51.5444317', '-2.7183704', '-2.5104192']",2016-09-02 18:19:16,False,new york city everybody rise broadway boylesque,en,51.4538022,-2.5972985
2594,"['51.3972838', '51.5444317', '-2.7183704', '-2.5104192']",2015-01-14 12:20:55,False,morgen ist es endlich wieder soweit cologne goes boylesque divine teasers boylesque show im gloria theater,de,51.4538022,-2.5972985
2595,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-04-18 14:00:39,True,tonight welcome back internationally famous boy boylesque tom harlow showtunes filth easter set free entry cocktails bucks,en,55.859126,-4.2463157
2596,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2018-12-08 13:44:07,False,amdanny daire boylesque perforner feminine twist male burlesque performer available perform across,en,55.859126,-4.2463157
2597,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-06-14 17:25:12,True,evelyn playsuit burluxe elastic burlesque boylesque halter,en,40.7127281,-74.0060152
2598,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-10-20 11:40:18,False,burlesque boylesque night night night,ja,40.7127281,-74.0060152
2599,"['-32.1127121', '-31.7927121', '115.7004796', '116.0204796']",2019-02-01 04:25:49,True,heading northam merredin weekend away weekend see amazing shows fringeworldperth recommend kings boylesque,en,-31.9527121,115.8604796
2600,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-09-23 10:32:52,True,mr boylesque wa tess ozteron runner via,en,51.8448838,5.8641598
2601,"['40.6999263', '40.8533905', '-112.1013916', '-111.7404843']",2016-09-03 22:29:02,True,cirque du kink brings best burlesque boylesque art ice haus september doors open see us,en,40.7670126,-111.8904308
2602,"['40.6999263', '40.8533905', '-112.1013916', '-111.7404843']",2016-09-03 10:32:03,False,runner boylesque dude lowered fly reached inside pulled foot long whip cracking great effect,en,40.7670126,-111.8904308
2603,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2017-05-04 03:42:42,True,boylesque pele erect elephant production presented viktor devonne matt knife featuring broody,en,40.8936131,-74.2606974
2604,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2017-05-04 23:43:49,True,boylesque pele erect elephant production presented viktor devonne matt knife featuring faux pas le,en,40.8936131,-74.2606974
2605,"['61.4656696', '61.469', '9.4103189', '9.4322804']",2015-11-07 11:57:55,True,soy boylesque soy nando rocher,es,61.4666972,9.420933
2606,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-05-26 15:02:15,True,boylesque winning xx,en,51.5073219,-0.1276474
2607,"['35.2889616', '47.0921462', '6.6272658', '18.7844746']",2015-02-25 14:43:57,True,serata speciale boylesque da melbourne mr boylesque australia raven boylesque con lui rendere,fr,42.6384261,12.674297
2608,"['35.2889616', '47.0921462', '6.6272658', '18.7844746']",2015-05-13 04:07:06,False,one week contortionist boylesque performer mr diva joins us dr sketchy tickets,en,49.26541001,-123.10080596
2609,"['52.4096946', '52.4097946', '4.9318809', '4.9319809']",2016-07-04 06:29:02,True,video boylesque cabaret briefs keulen,fr,52.4097446,4.9319309
2610,"['52.4096946', '52.4097946', '4.9318809', '4.9319809']",2018-11-08 01:55:35,False,gentlemansclubto next wednesday boylesque bump grind new orleans burlesque festivals belle ball hosting performing also,en,43.6477999,-79.40447
2611,"['-38.41314', '-38.3265', '142.40463', '142.55726']",2018-04-23 07:02:14,True,love splat boylesque splatter made,en,-38.369875,142.486467125823
2612,,2018-08-09 14:26:55,True,later changed boylesque first casino stepped around step father dealt,en,,
2613,,2015-11-20 16:32:34,True,raven mr boylesque posso essere chi voglio anche un unicorno intervista esclusiva di sandra salvato,it,,
2614,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-03-14 16:08:03,True,much looking forward seeing artworks many stellar humans including inventor boylesque,en,40.7127281,-74.0060152
2615,"['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']",2016-11-05 16:33:26,True,minimal burlesque boylesque panel skirt elastic,en,40.7896239,-73.9598939
2616,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2015-02-19 00:40:02,True,alright town needs boylesque performers learn best,en,29.9499323,-90.0701156
2617,"['51.1731853', '51.3315157', '-0.7483397', '-0.3871653']",2015-07-22 07:31:07,True,days burlesque boylesque cabaret,en,51.2352672,-0.5653624
2618,,2016-05-06 06:18:24,True,boylesque resistiendo con una nueva identidad,es,,
2619,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-06-10 20:38:52,True,sound check attending annual new york boylesque festival teaser party house yes,en,40.7127281,-74.0060152
2620,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2018-01-29 16:05:40,True,every monday thursday catch resident boylesque superstar tom harlow brings showtunes filth show free entry delicious cocktails bucks,en,55.859126,-4.2463157
2621,"['41.4528392', '41.4664908', '-109.5024276', '-109.4802865']",2014-12-17 02:41:10,True,brolesque bingo featuring kirby labrea boylesque artiste master instructor,en,41.4596787,-109.486663577498
2622,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2014-11-08 21:03:26,True,burlesque boylesque marvellous hostess fantastic birthday girl,en,51.5073219,-0.1276474
2623,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-05-10 15:15:02,True,ken performs homo erectus boylesque lusty month go see slut,en,40.7127281,-74.0060152
2624,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-01-12 09:10:04,False,see perform burlesque acts danny daire drag meets burlesque dannydaire burlesque boylesque,en,40.7127281,-74.0060152
2625,,2015-09-21 06:15:20,True,boylesque performers pictures,en,,
2626,,2015-08-26 15:29:48,False,happy hump day one chance see one boylesque parody show see dd,en,41.9165382,-87.6865234
2627,,2015-03-14 05:09:24,False,huge thank everyone enormous support launch boylesque boys,en,41.9165382,-87.6865234
2628,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2014-12-18 20:37:20,True,super excited homo erectus boylesque nyc tonight crossed dressed edition want,en,40.7127281,-74.0060152
2629,"['42.2241835', '42.260874', '-83.6520806', '-83.5964279']",2019-03-17 00:19:36,True,lovely maxi chanel part boylesque bitchy bingo events beloved house cast member see show stuff tonight,en,42.24253,-83.6171426940706
2630,,2015-07-19 17:20:33,True,quieres que te pase algunos videos de boylesque para que se te vaya la mala leche,es,,
2631,,2017-08-09 03:04:48,True,boylesque brilliance via,en,,
2632,,2017-05-15 19:31:46,True,world many different gay events check boylesque vienna festival,en,,
2633,"['50.817733', '50.817833', '-0.1189409', '-0.1188409']",2018-09-04 16:50:08,True,proud boys perform last two boylesque shows proud cabaret city square mile sexy speakeasy saturday limited special offer dinner show tickets available season must end month,en,50.817783,-0.1188909
2634,"['50.817733', '50.817833', '-0.1189409', '-0.1188409']",2017-07-03 02:47:32,False,melbourne international comedy festival great debate boylesque,en,50.817783,-0.1188909
2635,,2015-08-30 08:07:51,True,hooray get boylesque cape town included claim find stats,en,,
2636,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2017-09-04 20:15:11,True,run boylesque rarely much good thing would spoil us know lad send us starts,en,43.653963,-79.387207
2637,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2016-11-24 07:49:35,True,watch troyboy entertainment presents boylesque kage wolf,en,43.653963,-79.387207
2638,"['40.6999263', '40.8533905', '-112.1013916', '-111.7404843']",2015-11-04 23:49:27,True,boylesque might even worse,en,40.7670126,-111.8904308
2639,"['49.1984452', '49.3161714', '-123.2249611', '-123.0232419']",2016-11-27 02:00:18,True,proud husband doug thoms aka king rear performed boylesque twice past week shows,en,49.2608724,-123.1139529
2640,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2016-05-14 21:08:02,True,presenters best burlesque boylesque show award,en,40.6501038,-73.9495823
2641,,2015-11-15 06:09:51,True,boylesque ense ando piel masculina,es,,
2642,"['37.886605', '39.7229331', '-79.4873055', '-74.9851723']",2015-07-03 22:06:57,True,bad apple boylesque bad apple boylesque runs nyc dates locations tbd performing arts cabare,en,39.5162234,-76.9382069
2643,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2016-05-12 23:58:43,True,v promising dissertation work around boylesque,en,34.0536909,-118.2427666
2644,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2016-12-11 01:57:32,False,amazing ben franklin homoerectusboylesquenyc,en,40.7336616,-74.00222215
2645,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2018-11-22 07:10:20,False,nice package holiday boylesque show bar,en,47.6166695,-122.3310782
2646,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-10-13 16:33:43,True,boylesque crystal chesties inches tassels tiny,en,40.7127281,-74.0060152
2647,"['38.0555079', '38.3014883', '15.4079341', '15.6529113']",2018-06-22 06:33:25,True,looking boylesque il burlesque al maschile arriva catania video,en,38.1937571,15.5542082
2648,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-11-03 14:04:44,True,tonight starts ny boylesque festival dudes strip,en,40.7127281,-74.0060152
2649,,2017-08-24 21:43:36,True,pence come long way since days male go go dancer notorious boylesque indy,en,,
2650,"['45.261106', '45.581106', '-75.850308', '-75.530308']",2017-02-18 23:53:22,True,try something new new boylesque costumi join fun today,en,45.421106,-75.690308
2651,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-07-09 19:13:56,True,puts boy boylesque right tom harlow back showtunes filth free,en,55.859126,-4.2463157
2652,"['51.4097707', '51.493134', '-1.0529948', '-0.9284943']",2017-03-04 14:41:30,True,scarlet vixens drag kings queens boylesque rising arts centre,en,51.45149525,-0.983634249936538
2653,,2017-07-28 21:02:28,True,win tickets male boylesque show briefs,en,,
2654,,2018-01-04 06:32:33,True,honored hosting wormwood collective kc first ever boylesque performance friday new frontier events proud excited reaching greater heights,en,,
2655,,2018-06-01 17:10:58,True,boylesque festival wien mit conchita via,ca,,
2656,,2018-03-06 20:35:57,True,seen single mention boylesque drag phenomenon trans men already,en,,
2657,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-07-16 01:46:11,True,went boylesque coming back,en,40.7127281,-74.0060152
2658,,2018-06-07 19:28:22,True,conchita unstoppable firestorm boylesque festival via,en,,
2659,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2017-07-05 18:16:07,True,female acts burlesque greek comedy join el toro sebastian marziali boylesque baes,en,43.653963,-79.387207
2660,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-01-16 18:43:14,True,say monday blues enjoy amazing performance boylesque sensation showtunes filth free,en,55.859126,-4.2463157
2661,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2016-11-15 03:33:26,True,boylesque begins tomorrow share dude think schmexy,en,43.653963,-79.387207
2662,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2016-04-23 02:08:38,False,drag burlesque boylesque tonight,en,43.653963,-79.387207
2663,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-03-27 14:55:25,True,busy weekend get jump boylesque fix discount tix aob boylesque recital,en,47.6038321,-122.3300624
2664,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-04-10 15:09:43,True,check interview male boylesque star jett adore blog,en,40.7127281,-74.0060152
2665,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-08-29 16:33:11,True,sample sale burlesque boylesque panel skirt,en,40.7127281,-74.0060152
2666,"['41.6765556', '83.3362128', '-141.00275', '-52.3231981']",2017-01-11 00:56:49,True,boylesque week progressive takes real man one boys come get mojo running,en,61.0666922,-107.9917071
2667,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-12-11 02:56:16,True,matt knife homoerectusboylesquenyc,en,40.7127281,-74.0060152
2668,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2015-09-15 21:02:48,True,topher bousquet spins hula hoop boylesque singing live look queen new york city,en,34.0536909,-118.2427666
2669,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2015-07-23 15:51:39,True,trying find boy named andrew met last night show called boylesque provincetown must fuc find help,en,41.8755616,-87.6244212
2670,"['55.8601179', '55.8602179', '-4.2476334', '-4.2475334']",2018-11-18 15:00:16,True,ready sunday instalment showtunes filth well getting infamous boylesque superstar tom harlow free cocktails bucks,en,55.8601679,-4.2475834
2671,"['40.6685578', '40.6686578', '-73.9797153', '-73.9796153']",2018-11-12 03:00:42,True,friday saturday new york boylesque festival equal parts striptease circus act comedy routine nascent sibling,en,40.6686078,-73.9796653
2672,"['35.8632225', '36.2393147', '-79.0162827', '-78.6992878']",2018-01-26 18:35:40,True,song gives demonic boylesque inspirations goddamn huge thanks getting hooked,en,36.0181316,-78.8751582
2673,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2015-01-30 23:03:13,True,looks like need make many men call got boylesque dancer,en,41.8755616,-87.6244212
2674,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2015-01-19 08:26:26,True,vip ticket opened boylesque grab going going twice,en,32.7762719,-96.7968559
2675,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2014-12-14 18:14:56,False,yippee headlining boylesque festival vienna spring yeah,en,47.68306563,-122.35649388
2676,"['18.0085251', '18.0130306', '-66.6135663', '-66.6066417']",2014-12-09 21:07:41,True,boylesque entre los miedos la identidad,es,18.01067255,-66.6093414165111
2677,"['22.2870979', '22.2871979', '114.2118191', '114.2119191']",2018-05-22 17:22:16,True,going perform vienna boylesque festival going fabulous tickets available,en,22.2871479,114.2118691
2678,"['42.222668', '42.323971', '-83.799572', '-83.675807']",2014-11-22 19:03:18,True,untucked feat boylesque deja van cartier sunday rt coming,en,42.2681569,-83.7312291
2679,"['45.4100756', '45.7047897', '-73.9741567', '-73.4742952']",2019-01-08 19:43:21,True,girlfriend burlesque occasionally really really really wants get boylesque professional wrestling next step appare notly,en,45.4972159,-73.6103642
2680,"['40.0587353', '40.0589433', '-83.1286555', '-83.1276093']",2018-01-09 20:14:06,True,tonight every tuesday night bring men bourbon boylesque see men oz like,en,40.0587916,-83.1283309
2681,,2017-07-07 19:28:59,True,happiest birthday boylesque dancer troop dickdelite,en,,
2682,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2018-05-22 08:44:47,True,yup feels like world pretty good play boylesque parody old mr muscle adverts,en,51.5073219,-0.1276474
2683,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2019-07-02 15:15:11,True,great pride party cabaret news keeps coming boylesque wonder sebastian angelique joins line saturday incredible show excited,en,51.5073219,-0.1276474
2684,"['-33.1791604', '-32.8591604', '27.7398573', '28.0598573']",2018-05-12 18:03:46,True,rehearsed boylesque routine bunch random people including mayor islington,en,-33.0191604,27.8998573
2685,"['-33.1791604', '-32.8591604', '27.7398573', '28.0598573']",2017-07-31 03:09:22,False,get fuck matt hazard boxers brief boylesque,en,-33.0191604,27.8998573
2686,"['-33.9199488', '-33.9198488', '18.4205027', '18.4206027']",2015-12-26 19:33:09,True,hurry tickets left late night xxxmas boylesque show tomorrow night,en,-33.9198988,18.4205527
2687,,2016-12-14 14:43:31,True,russell bruner il pi grande boylesque del mondo con paolo bianchi presidente del salotto erotico italiano,it,,
2688,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2017-01-16 11:18:56,True,boylesque beauties working magic,en,34.0536909,-118.2427666
2689,"['32.745853705632', '32.745953705632', '-117.16036366176', '-117.16026366176']",2016-11-12 23:30:04,True,waiting prince diamond dogs boylesque disney prince show kickxy vixen styles,en,32.7459037056321,-117.160313661761
2690,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-06-11 18:55:50,True,first night seattle boylesque fest tonight super ex,en,47.6038321,-122.3300624
2691,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-03-13 02:33:26,True,study art male burlesque waxie moon ernie von schmaltz boylesque starts next week,en,47.6038321,-122.3300624
2692,"['43.4738217', '43.594353', '-80.3269091', '-80.1535013']",2017-01-19 03:08:01,True,boylesque revue feat el toro,en,43.533783,-80.2306337
2693,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2019-01-18 21:55:09,True,boylesque babe spiciest lil pepper town tony tapatio want get skills mojo like tony tapatio boylesque class,en,47.6038321,-122.3300624
2694,"['49.9419006', '50.1774301', '14.2244355', '14.7067869']",2019-03-26 14:33:30,True,believe firsts time boylesque offered amazing opportunity men tap feminine reserves story tell movement breaking,en,50.0874654,14.4212535
2695,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2014-12-11 00:50:09,True,january presents boylesque dallas male burlesque show twitpic,en,32.7762719,-96.7968559
2696,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2014-12-09 04:38:54,True,boylesque people nola,en,29.9499323,-90.0701156
2697,"['39.6083331', '39.9283331', '-86.3183502', '-85.9983502']",2016-04-29 00:45:52,True,award winning international boylesque sensation racing chicago friday,en,39.7683331,-86.1583502
2698,"['43.1033023', '43.2676254', '-77.7016324', '-77.5311657']",2015-07-25 19:03:07,True,ballet workouts joke thanks four years yoga five boylesque keep sort,en,43.157285,-77.615214
2699,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2015-07-13 21:26:11,True,added video playlist mark captain kidd windmill performs briefs boylesque june st,en,34.0536909,-118.2427666
2700,"['48.6184485', '48.9384485', '9.0200132', '9.3400132']",2015-02-01 23:34:46,True,boylesque show im friedrichsbau variete stuttgart,de,48.7784485,9.1800132
2701,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2015-07-13 21:23:37,True,added video playlist mark captain kidd winmill boylesque striptease woohoo revue,en,34.0536909,-118.2427666
2702,"['51.4862685', '51.4863943', '-0.1219552', '-0.1217254']",2019-03-27 10:04:29,True,stage lt dance drag boylesque twistxd concoction majestic fetish soft nature hardened society show starts butch butch tomorrow,en,51.48636125,-0.121855798151828
2703,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2016-07-16 23:43:32,True,homoerectusboylesquenyc tonight,en,40.8936131,-74.2606974
2704,"['37.4229964', '37.4629964', '-122.1745229', '-122.1345229']",2015-08-06 02:31:26,True,shit tho could boylesque think possibilities,en,37.4429964,-122.1545229
2705,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-03-23 13:01:51,True,love love love total creativity today playing around new ideas latest big boylesque show,en,51.5073219,-0.1276474
